CustomerID,Gender,Age,Annual_Income_k,Spending_Score,Purchase_Frequency_Year,Avg_Order_Value,Recency_Days,Return_Rate_Pct,Discount_Usage_Pct,Online_Order_Ratio,App_Sessions_Month,Years_As_Customer,Total_Annual_Spend,High_Value_Customer,Cluster_ID,Persona_Name,Persona_Tag,Tier,High_Value_Prediction,High_Value_Probability,Marketing_Strategy,Recommended_Channel
CUST_0191,Male,47,74,21,14,168.49,311,11.8,36.7,0.43,7,7.0,2358.86,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0192,Female,48,48,8,4,70.76,365,22.5,38.2,0.54,3,5.5,283.04,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0193,Female,66,38,46,16,132.5,200,17.2,51.6,0.48,12,10.2,2120.0,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0194,Female,22,83,7,11,138.17,335,16.9,32.8,0.48,6,3.3,1519.87,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0195,Male,61,67,23,6,171.29,255,21.9,46.3,0.46,7,9.5,1027.74,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0196,Male,67,47,96,30,223.11,131,17.4,57.3,0.37,10,8.7,6693.3,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.968,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0197,Female,31,34,75,24,186.83,169,22.4,61.5,0.36,16,3.4,4483.92,0,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.003,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0198,Female,70,89,86,34,279.56,151,13.4,63.5,0.42,13,10.3,9505.04,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.998,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0199,Female,28,81,22,17,187.97,313,21.6,40.7,0.56,9,2.1,3195.49,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0200,Female,26,58,89,29,222.42,167,19.9,70.4,0.29,18,3.9,6450.18,1,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.996,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0201,Female,51,139,22,22,284.1,325,15.5,36.5,0.36,4,8.0,6250.2,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.015,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0202,Male,29,37,92,34,160.88,155,19.8,68.2,0.54,22,3.4,5469.92,1,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.938,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0203,Male,52,30,29,11,112.87,259,14.4,49.6,0.31,10,7.9,1241.57,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0204,Female,52,44,13,10,75.13,365,19.5,54.5,0.59,4,6.1,751.3,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0205,Female,18,59,82,21,208.33,134,18.0,54.6,0.79,16,1.5,4374.93,0,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.015,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0206,Male,57,67,2,3,121.43,340,13.2,38.8,0.32,8,9.3,364.29,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0207,Male,39,54,29,11,142.51,299,16.0,49.8,0.4,6,6.6,1567.61,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0208,Female,46,71,85,27,252.59,157,17.6,54.5,0.42,12,6.2,6819.93,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.984,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0209,Male,25,34,79,21,148.92,131,16.9,55.8,0.53,12,4.4,3127.32,0,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.001,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0210,Male,28,116,52,23,286.61,227,7.0,25.7,0.45,14,3.6,6592.03,1,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,High-Value,0.755,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0211,Female,58,58,27,12,116.19,341,22.9,53.5,0.0,5,7.4,1394.28,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0212,Female,54,100,50,25,215.58,193,16.6,45.7,0.65,13,6.7,5389.5,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.023,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0213,Female,31,70,95,29,266.74,167,9.1,43.0,0.52,22,5.2,7735.46,1,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.998,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0214,Male,47,74,79,20,230.17,156,26.6,46.7,0.4,16,5.4,4603.4,0,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.011,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0215,Female,52,78,23,14,164.0,236,22.9,42.0,0.45,5,7.3,2296.0,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0216,Male,38,74,88,29,206.28,99,16.6,58.0,0.47,21,5.2,5982.12,1,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.997,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0217,Male,54,81,44,16,199.46,224,14.4,32.0,0.33,14,8.1,3191.36,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0218,Female,22,110,77,30,290.6,150,18.4,43.6,0.42,21,2.6,8718.0,1,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.999,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0219,Female,36,66,22,9,128.36,306,19.1,47.4,0.22,7,4.0,1155.24,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0220,Female,31,83,43,20,153.76,174,19.9,40.7,0.32,14,3.0,3075.2,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0221,Female,43,58,37,23,144.95,276,15.2,49.9,0.29,8,6.1,3333.85,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0222,Female,21,115,61,20,268.9,177,21.1,36.1,0.68,13,3.1,5378.0,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.09,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0223,Male,42,45,97,28,212.6,159,17.1,70.0,0.57,16,5.8,5952.8,1,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.988,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0224,Male,62,136,56,24,256.54,214,18.7,27.9,0.21,8,9.3,6156.96,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.071,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0225,Male,59,59,3,6,131.58,365,15.3,31.7,0.0,2,7.1,789.48,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0226,Male,42,32,63,23,136.91,237,30.0,59.1,0.46,20,6.7,3148.93,0,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.005,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0227,Female,35,64,19,13,126.65,349,21.1,31.4,0.44,5,4.8,1646.45,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0228,Male,57,44,23,13,59.27,289,30.0,31.3,0.31,9,6.7,770.51,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0229,Female,25,88,29,16,213.55,274,20.9,48.2,0.7,10,2.9,3416.8,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0230,Female,56,45,30,9,110.11,282,16.8,41.5,0.4,0,8.7,990.99,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0231,Female,57,49,39,12,140.84,284,22.2,39.6,0.23,6,9.0,1690.08,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0232,Female,31,26,25,12,106.21,286,23.2,46.1,0.34,13,3.2,1274.52,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0233,Female,49,49,8,8,78.84,341,20.4,37.2,0.38,5,7.3,630.72,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0234,Female,68,20,58,22,143.67,225,22.4,59.4,0.18,10,8.3,3160.74,0,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.001,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0235,Male,55,30,16,9,35.0,297,22.5,41.1,0.37,9,6.2,315.0,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0236,Female,50,85,72,23,252.72,152,13.7,52.8,0.57,11,7.0,5812.56,0,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.063,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0237,Male,40,86,1,7,168.13,358,13.4,39.6,0.26,1,5.9,1176.91,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0238,Male,32,73,5,10,111.82,351,14.9,27.9,0.53,0,5.0,1118.2,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0239,Female,50,39,3,8,92.43,365,19.7,40.3,0.55,6,6.3,739.44,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0240,Male,42,59,65,25,229.36,219,17.6,49.0,0.45,15,4.1,5734.0,0,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.029,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0241,Female,34,60,4,4,97.57,322,14.6,39.5,0.61,8,4.3,390.28,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0242,Female,50,36,99,26,202.86,88,22.4,73.8,0.37,14,5.3,5274.36,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.966,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0243,Female,64,119,96,34,310.11,91,17.7,55.2,0.36,10,7.7,10543.74,1,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,High-Value,0.99,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0244,Male,19,90,64,29,226.92,244,18.2,66.1,0.66,13,1.6,6580.68,1,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.923,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0245,Male,31,55,98,28,219.95,111,17.6,42.6,0.44,18,3.8,6158.6,1,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.998,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0246,Female,70,61,89,30,213.67,138,17.0,50.2,0.6,18,9.1,6410.1,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.997,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0247,Male,57,66,10,11,144.53,341,14.9,55.2,0.46,6,8.1,1589.83,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0248,Female,57,24,21,11,59.03,290,23.4,37.8,0.57,4,6.5,649.33,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0249,Female,68,54,46,22,161.95,294,15.9,64.9,0.47,8,8.4,3562.9,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0250,Female,56,44,91,33,210.23,145,19.9,62.9,0.43,14,8.3,6937.59,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.995,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0251,Male,68,38,27,10,134.54,297,25.9,51.8,0.52,5,8.4,1345.4,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0252,Male,23,53,66,16,175.23,163,17.4,44.5,0.6,13,3.2,2803.68,0,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.001,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0253,Female,23,135,41,20,276.9,225,19.8,27.9,0.46,15,1.4,5538.0,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.032,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0254,Male,20,81,13,11,163.1,323,20.1,51.9,0.59,7,2.0,1794.1,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0255,Male,24,47,9,7,120.7,321,20.2,44.3,0.41,10,1.9,844.9,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0256,Female,68,78,36,23,166.98,241,19.6,39.6,-0.0,4,8.3,3840.54,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0257,Female,25,113,86,32,291.83,134,16.4,48.7,0.43,17,3.3,9338.56,1,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,High-Value,0.999,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0258,Female,59,91,90,33,256.36,129,17.6,49.6,0.37,20,9.4,8459.88,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.998,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0259,Female,69,62,58,22,231.36,221,16.2,53.9,0.47,9,8.3,5089.92,0,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.001,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0260,Male,32,45,54,18,183.13,212,19.2,47.3,0.39,13,3.9,3296.34,0,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.001,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0261,Female,64,83,12,5,147.9,304,15.4,36.7,0.49,5,9.5,739.5,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0262,Female,46,72,81,27,274.57,129,22.1,48.4,0.26,12,6.1,7413.39,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.986,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0263,Male,50,90,78,38,256.07,202,10.7,34.5,0.28,18,7.7,9730.66,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.998,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0264,Female,69,80,14,8,161.78,292,19.8,42.2,0.52,2,8.7,1294.24,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0265,Female,47,97,34,12,202.68,289,18.6,28.7,0.44,10,7.7,2432.16,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.0,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0266,Female,56,47,53,24,164.86,245,19.9,52.2,0.35,5,7.4,3956.64,0,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.001,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0267,Female,44,109,20,17,205.09,310,21.0,40.5,0.48,6,5.4,3486.53,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.001,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0268,Female,53,66,75,26,209.56,226,17.2,41.7,0.22,14,8.4,5448.56,0,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.032,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0269,Male,46,150,16,21,275.85,339,16.5,28.0,0.39,9,6.4,5792.85,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.015,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0270,Male,55,44,95,26,229.78,178,12.2,60.2,0.39,18,7.6,5974.28,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.981,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0271,Female,50,132,70,29,328.89,167,14.4,30.3,0.6,12,7.5,9537.81,1,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,High-Value,0.99,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0272,Female,54,66,56,24,195.96,203,21.7,66.1,0.14,12,7.6,4703.04,0,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.001,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0273,Female,44,45,83,32,180.81,169,13.6,59.9,0.71,20,4.9,5785.92,1,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.937,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0274,Female,50,49,58,17,201.56,209,19.5,49.5,0.4,11,7.3,3426.52,0,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.0,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0275,Female,21,52,4,11,85.56,365,16.1,36.3,0.41,7,1.4,941.16,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0276,Female,39,73,4,9,129.21,365,17.6,45.0,0.28,0,6.1,1162.89,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0277,Female,19,76,20,13,163.08,283,15.5,35.5,0.63,9,3.6,2120.04,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0278,Female,27,47,10,8,99.56,287,13.9,50.9,0.34,2,3.0,796.48,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0279,Female,22,60,24,8,150.98,301,20.0,44.8,0.49,10,2.4,1207.84,0,4,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,Smart Value & Price-Sensitive Promotional Campaigns,Weekly Promotional Email / Discount Catalog SMS
CUST_0280,Female,27,150,99,41,399.97,109,15.3,48.7,0.51,24,2.0,16398.77,1,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,High-Value,0.999,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0281,Female,50,131,26,16,236.36,308,18.6,21.1,0.59,0,5.3,3781.76,0,3,Affluent VIP Spenders,Premium / High-Value,Tier 1 - Highest Value,Standard,0.001,VIP Loyalty Concierge & Exclusive Retention,Dedicated Concierge / Private Invitation / SMS Preview
CUST_0282,Male,55,73,37,13,203.94,307,21.2,37.3,0.54,11,8.8,2651.22,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.001,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
CUST_0283,Male,30,61,85,30,220.31,180,23.4,54.5,0.43,17,2.7,6609.3,1,1,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,High-Value,0.995,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0284,Male,48,64,54,22,190.33,210,18.9,48.3,0.39,11,6.3,4187.26,0,2,Young Enthusiasts & Trendsetters,Potential / High-Engagement,Tier 3 - High Engagement,Standard,0.001,Gamified Mobile Engagement & Flash Social Drops,Mobile App Push / TikTok & Instagram Ads / SMS Alerts
CUST_0285,Female,64,80,21,13,150.04,273,22.9,36.9,0.09,2,9.8,1950.52,0,0,Frugal Budget Conscious,Budget Shoppers,Tier 4 - Cost Sensitive,Standard,0.0,High-Value Upselling & Premium Basket Conversion,Curated Email Lookbooks / Targeted Category Highlights
